id,resourceType,title,description,startDate,endDate,lat,lon,documentType,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
437,Disaster Event,Shipwreck - Ecliptic,"On 30 March 1874 the Ecliptic, a wooden three mast barque, was en route from Newcastle to Melbourne with a cargo of coal. It struck Clonmel Island near Port Albert, Gippsland.  Eight lives were lost when they fell from rigging. There was one survivor who came&nbsp;ashore on a plank.",30/03/1874 00:00:00,30/03/1874 00:00:00,-38.70828629,146.7038727,,,,,1,8,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=437,
438,Disaster Event,Industrial - Kalgoorlie Mine Collapse,"At approximately 5 pm on 26 June 2000 at Bronzewing mine, 400 km from Kalgoorlie, three men died when a structural wall collapsed and engulfed them in material backfill.   The deaths were caused by inhalation of the backfill, which consisted of 18,000 cubic meters of sand-slurry, sludge, mud and rock. Eight workmen escaped.  An inquiry by the State Coroner found that the backfill material had been inadequately drained and had subsequently caused the wall to break.",6/26/2000 0:00,6/26/2000 0:00,-30.74659348,121.474884,,,,,8,3,,,,,,,,1,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=438,
439,Disaster Event,Environmental - South-West Western Australia Drought,"Commencing in April 2000 much of the south-west and west of Western Australia experienced severe rainfall deficiencies. For the eight months from April to November, a large region of western Western Australia from Exmouth in the north to Albany and Esperance in the south, experienced generally severe rainfall deficits. The drought impacted severely on water inflow into dams and grain production.  The Federal Government in its 2002/2003 budget papers promised to provide up to $24 million over 3 years ($10.3 million in 2002-03) as exceptional circumstances assistance in nominated shires within the northern wheatbelt of Western Australia. Also the Government agreed to provide funding over three years (including $26.5 million in 2002-03) as Exceptional Circumstances assistance in nominated shires within the eastern Darling Downs area of south east Queensland and two areas in the south-eastern wheatbelt of Western Australia. The Government declared Exceptional Circumstances in the Western Australian areas on 3 August 2001 and south-east Queensland on 22 August 2001.",4/1/2000 0:00,8/22/2001 0:00,-21.93014717,114.1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=439,
440,Disaster Event,Shipwreck - HMAS Kuttabul,"HMAS Kuttabul was used as a ferry before the opening of the Sydney Harbour Bridge in March 1932. During the war it was requisitioned by the navy to serve as accommodation for sailors in transit.  On 31 May 1942, 35 sailors from multiple nations were aboard the vessel. At approximately 12:30 am on 1 June a Japanese midget submarine took aim at the destroyer, USS Chicago.&nbsp;Subsequently the torpedo missed its intended target, instead striking HMAS Kuttabul. Ten sailors sustained injuries, 19 Australians and two British sailors were killed.",6/1/1942 0:00,6/1/1942 0:00,-33.85811996,151.2301178,,,,,10,21,,,,,,,,,,,,,,,,,,1,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=440,
441,Disaster Event,Transport - Essendon Air Ambulance Crash,"On 3 September 1986 a Cessna 402 was in service to return patients home following their medical treatment. After an apparently normal take-off, the aircraft ceased climbing at about 100 ft. The pilot advised the tower that the left engine had failed, that he was feathering the propeller and would return for landing. The aircraft was seen to deviate to the left, towards power lines. The aircraft then suddenly veered to the left and subsequently struck the ground. A fire broke out on impact and destroyed much of the wreckage. The investigation of the accident was hampered by the extent of the fire damage. Six people died in the accident, five being patients. ",9/3/1986 0:00,9/3/1986 0:00,-37.71876144,144.897049,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=441,
442,Disaster Event,Bushfire - Victoria,"Victoria experienced more than 500 fires in January 2006, including the Deep Lead fire that started near Stawell on New Year's Eve. The fires with greatest impact on the Victorian community occurred in the Stawell (Deep Lead), Yea, Moondarra, Grampians, Kinglake and Anakie areas. In total four people died and six people were injured as a result of these fires.  Considerable losses and damage occurred to property and infrastructure:    Houses destroyed: 57 (19 of these principle residences)  Buildings: 359 farm buildings lost, including 39 woolsheds and 22 hay sheds  Stock losses: 64,265 (63,243 sheep, 557 cattle and 464 other stock) and over 2,500 commercial beehives  Area burnt: 160,000 hectares (60 percent public land, 40 per cent private&nbsp;land - Approximately 98,000 hectares of national parks and conservation areas and 6,000 hectares of State forest were burnt)  Fencing: 364 km of crown land boundary fencing and 2281 km of other boundary or internal fencing    &nbsp;  The firefighting effort included more than 5000 volunteers, paid personnel and a significant assistance from interstate. Also on the ground were government, volunteer, business and community organisations who were involved in fire suppression activities and facilitating recovery efforts.  The following municipalities were impacted by the significant fire events:    Ararat Rural City  Baw Baw Shire  Glenelg Shire  Golden Plains Shire  Greater Geelong City  Horsham Rural City  Latrobe City  Moorabool Shire  Moyne Shire  Murrindindi Shire  Northern Grampians Shire  South Gippsland Shire  Southern Grampians Shire    &nbsp;  Many local governments established emergency relief centres to provide initial support and shelter to evacuees during the fires and the establishment of recovery centres in Anakie, Ararat and Stawell after the fires had passed. Community meetings were undertaken, both pre-fire and during the fire events, which assisted in keeping the community informed.  The immediate effects of the fires were displacement of residents and tourists, closure of schools and loss of power supply to many properties. Longer term impacts include reduction in tourism trade; at least 112 staff were laid off as a result of the fires. The Wimmera Development Corporation estimated that tourism downturn resulting from the bushfire devastation will cost the Grampians regional economy up to $100 million.  The damage to environment and water catchments was significant. The Grampians and Gippsland fires had the greatest impact on water quality. Water authorities commenced both short-term and long-term risk management activities.  The Grampians fires also affected over 240 km of roads across the local and state road network. The most significant damage to the road network occurred on the forest road system, including 1200 km of forestry roads affected in the Grampian's National Park.  The Victorian State Government provided financial assistance to people affected by the fires and to assist with restoration of infrastructure and the environment.  The Insurance Council of Australia estimated the 2006 damage at $22.4 million, with the 2011 normalised cost of $28 million.",12/31/2005 0:00,1/31/2006 0:00,-37.0141716,142.7177734,,,,,6,4,22400000,,,,57,,359,,,,,,,,,,,,,,,,,64265,,Victoria,,http://www.emknowledge.gov.au/resource/?id=442,
443,Disaster Event,Transport - Egypt Bus Crash,"On 10 January 2006 a tour bus crashed 46 km north of Cairo, Egypt. The bus was part of a convoy of two vehicles carrying 80 police officers, emergency service workers and their families from Victoria, Queensland and the Northern Territory, who were returning to Cairo after a visit to the El Alamein battle field. The bus was travelling in heavy rain and fog when it ran off the Desert Highway. In total six people died and a further 27 people were injured in the accident. The coroner who investigated the crash found that the lack of seat belts, the poor design of the roof of the bus, the absence of an electronic stability program (ESP) in the bus and driver fatigue all contributed to the accident and the number of casualties.The tour is understood to have been part of a cultural exchange organised by the Egyptian Federation of Victoria.",1/10/2006 0:00,1/10/2006 0:00,30.31243134,30.54748535,,,,,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,Outside Australia,,http://www.emknowledge.gov.au/resource/?id=443,
444,Disaster Event,Flood - Katherine and Daly River,"In February 1879, the Katherine and Daly rivers flooded, disrupting the Overland Telegraph and causing the deaths of six people.  &nbsp;",01/02/1879 00:00:00,01/02/1879 00:00:00,-14.46360493,132.2644043,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Territory,,http://www.emknowledge.gov.au/resource/?id=444,
445,Disaster Event,Cyclone - The Great Gold Coast Cyclone,"On 20 February 1954, a tropical cyclone crossed over Coolangatta. While the cyclone occurred when weather patterns were unnamed, it was unofficially given the title The Great Gold Coast Cyclone. Serious structural damage to buildings occurred in Brisbane, Gold Coast and the Sunshine Coast.  A 0.64 m storm surge was recorded in Moreton Bay while at Beachmere the surge was much higher. Waves at Kirra brought 3 m of water onto the highway washing cars from the road.  As a result of the heavy rain, flooding which combined with the storm surge in the Nerang River caused many evacuations in the area, including people from MacIntosh Island.  Severe flooding also occurred in areas of New South Wales; Cudgen, Casino, Lismore, Murwillumbah, Grafton, Maclean, Clarence, Yamba, Kyogle and Bryon Bay.  The worst-hit areas were reported as Lismore, Casino, Kyogle, and Murwillumbah. The Richmond River rose&nbsp;approximately 1 m&nbsp;above the record 1949 flood level. Impacts to these areas included several thousand people displaced, crop and stock losses, residential and commercial premises damaged, and roads and other infrastructure destroyed.  In Byron Bay, the outer section of the jetty was swept away taking 22 vessels with it . The storm surge moved thorough Bryon Bay and flooded parts of the town.   The Bureau of Meteorology reports between 26 to 30 people died as a result of the flooding, severe winds and storm surges.",2/20/1954 0:00,2/24/1954 0:00,-28.16656685,153.538147,,,,,,26,,,,,,,,,,,,,,,,,22,,,,,,,,,Queensland;New South Wales,,http://www.emknowledge.gov.au/resource/?id=445,
446,Disaster Event,Severe Storm - Warwick,"On 13 October 1998 severe thunderstorms occurred in the area of Warwick. The impact of the storm included damage to 12 homes, commercial buildings, trees uprooted, and significant crop damage.  Later the same day storms occurred in the Brisbane area causing widespread damage to houses, buildings and trees being uprooted. Inner city rail services ceased operation for several hours. Brisbane Airport recorded significant wind gusts of up to 119 km per hour. Hail the size of golf balls were reported in the Brisbane and Gympie areas.  The Insurance Council of Australia estimated the 1998 damage at $23 million, with the 2011 estimated normalised cost of $80 million.",10/13/1998 0:00,10/13/1998 0:00,-33.91352081,150.9316711,,,,,,,23000000,,,12,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=446,
447,Disaster Event,Shipwreck - Marie,"The Marie was a wooden three mast barque that wrecked near Cape Bridgewater, Victoria&nbsp;on approximately&nbsp;19 September 1851. It was en route from Antwerp to Sydney via Adelaide carrying 11 passengers and 14 crew; none survived.&nbsp;A month later large amounts of wreckage and cargo were found near Portland.",19/09/1851 00:00:00,19/09/1851 00:00:00,-38.47509384,141.4517212,,,,,,25,,,,,,,,,,,,,,,,,,1,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=447,
448,Disaster Event,Cyclone Larry,"Severe tropical Cyclone Larry crossed the tropical north Queensland coast near Innisfail during the morning of 20 March 2006. Between Babinda and Tully, damage to infrastructure and crops was extensive, with the total estimated loss upwards of half a billion dollars.  In north-west Queensland, heavy rainfall from the cyclone caused several townships to be isolated for a number of days and, as a result, food drops were required and emergency supplies had to be delivered by helicopter. The banana industry in the region was almost wiped out, losing about 200,000 tonnes of fruit, worth about $300 million, representing approximately 80 percent of Australia's banana crop. The storm also destroyed at least $15 million worth of avocados.  The Insurance Council of Australia estimated the 2006 damage at $540 million, with the 2011 estimated normalised cost of $609 million.",3/20/2006 0:00,3/20/2006 0:00,-17.51965332,146.0728455,,,,,30,,540000000,,,10000,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=448,
